"統一編號","公司名稱","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"00012939","瑞心有限公司","臺北市大安區敦化南路1段160巷10號","2000000"," "," ","核准設立","20260401023753"
"00013037","永餘林有限公司","新竹縣竹北市北崙里6鄰光明一路315號一樓","688888"," "," ","核准設立","20260401023753"
"00014021","禾夥品牌顧問有限公司","新北市中和區景平路666號3樓","200000"," "," ","核准設立","20260401023753"
"00014628","高野山食品有限公司","臺中市北屯區平心里安順東七街40號1樓","100000"," "," ","解散","20260401023753"
"00014710","湘頤有限公司","嘉義市西區仁愛路582號1樓","1000000"," "," ","核准設立","20260401023753"
"00015470","銘福有限公司","新北市三重區中正南路232號(1樓)","200000"," "," ","核准設立","20260401023753"
"00015577","帝燿企業有限公司","臺中市西區忠誠里精誠六街20號","4420000"," "," ","核准設立","20260401023753"
"00016082","上班族串燒有限公司","桃園市龜山區樂善二路163號","500000"," "," ","核准設立","20260401023753"
"00016251","山大屋有限公司","新北市八里區中山路2段542號(1樓)","200000"," "," ","解散","20260401023753"
"00017293","福緣地方風味有限公司","新北市金山區仁愛路15之5號","2000000"," "," ","核准設立","20260401023753"
"00017499","崧治科技有限公司","臺中市龍井區臺灣大道五段3巷42弄86號2樓","200000"," "," ","核准設立","20260401023753"
"00017619","有點派有限公司","臺北市萬華區忠孝西路2段20號4樓","3000000"," "," ","核准設立","20260401023753"
"00018032","其其餐飲有限公司","桃園市蘆竹區蘆竹里中正北路1273巷71號(1樓)","1000000"," "," ","解散","20260401023753"
"00018390","秀蘭有限公司","新北市永和區福和路76巷5弄6號2樓","500000"," "," ","核准設立","20260401023753"
"00018440","原味國際貿易有限公司","桃園市中壢區長春六路17號(3樓)","100000"," "," ","核准設立","20260401023753"
"00018624","武東餐飲有限公司","桃園市桃園區春日路634號1、2樓","5000000"," "," ","核准設立","20260401023753"
"00019519","悅揚國際文化有限公司","新北市新莊區新北大道3段7號20樓之5","1000000"," "," ","核准設立","20260401023753"
"00019601","維斯柯和布蘭德有限公司","新北市淡水區新市二路1段82號13樓","500000"," "," ","核准設立","20260401023753"
"00019969","祥大有限公司","新竹市東區公道五路三段657號","5000000"," "," ","核准設立","20260401023753"
"00019980","東京公仔有限公司","臺北市松山區南京東路4段17號8樓之5","220000"," "," ","核准設立","20260401023753"
"00020065","馥郁事業有限公司","臺中市北屯區環太東路506號15樓之12","1700000"," "," ","核准設立","20260401023753"
"00020972","煦日有限公司","新北市新莊區中港路680號(1樓)","1000000"," "," ","核准設立","20260401023753"
"00021120","海響有限公司","新竹縣湖口鄉湖鏡村中正路三段116巷28弄13號（1樓）","1000000"," "," ","核准設立","20260401023753"
"00021297","嬌頭牌國際股份有限公司","桃園市桃園區光興里縣府路110號4樓之1","10000000","1000000"," ","核准設立","20260401023753"
"00021493","現煮食餐飲股份有限公司","臺中市西屯區鵬程里逢大路63號7樓之1","200000","200000"," ","解散","20260401023753"
"00022161","金大豐國際股份有限公司","屏東縣萬丹鄉寶厝村西環路200號","10000000","5000000"," ","核准設立","20260401023753"
"00022394","葳中餐飲有限公司","臺北市大同區長安西路150號1樓","1500000"," "," ","核准設立","20260401023753"
"00022459","西恩帝實業有限公司","臺中市北區賴興里文心路四段208之1號7樓之2","3000000"," "," ","核准設立","20260401023753"
"00022508","金瑪莉有限公司","高雄市鹽埕區五福四路140號1樓","4500000"," "," ","核准設立","20260401023753"
"00022583","鼎烽餐飲有限公司","臺中市西屯區西平里文華路150巷20號1樓","168888"," "," ","核准設立","20260401023753"
"00022704","金世德時尚國際有限公司","桃園市楊梅區青山一街151號15樓","1000000"," "," ","核准設立","20260401023753"
"00022789","振賀餐飲有限公司","臺中市北區建成里東成三街220號1樓","1000000"," "," ","核准設立","20260401023753"
"00023470","臺灣農甜食品有限公司","新北市淡水區下圭柔山70之9號","200000"," "," ","核准設立","20260401023753"
"00023561","威力籤餐飲有限公司","臺中市潭子區福仁里環中東路一段11號1樓","2400000"," "," ","核准設立","20260401023753"
"00023751","閎萃股份有限公司","臺北市松山區南京東路5段102號2樓之1","2500000","2500000"," ","核准設立","20260401023753"
"00023936","小天股份有限公司","新北市新店區北新路3段217號","30000000","30000000"," ","核准設立","20260401023753"
"00024409","福爾摩沙新創有限公司","新北市土城區金城路1段58號18樓之1","100000"," "," ","核准設立","20260401023753"
"00025218","昀麗餐飲有限公司","新北市五股區成泰路1段235號之1(一樓)","7000000"," "," ","核准設立","20260401023753"
"00025532","熱情奔放創意無限股份有限公司","臺北市大安區安和路2段21號7樓","1000000","1000000"," ","核准設立","20260401023753"
"00025738","艾割烹有限公司","臺中市北屯區舊社里旱溪西路三段190號1樓","1000000"," "," ","核准設立","20260401023753"
"00026194","莯洺有限公司","臺中市中區中山路17之7之1號、17之8之1號","2000000"," "," ","核准設立","20260401023753"
"00027004","晨思創智企業有限公司","臺中市西屯區精明路32之2號","1000000"," "," ","核准設立","20260401023753"
"00027383","嗯雞刀忠延有限公司","臺北市大安區忠孝東路4段276號1樓","1000000"," "," ","核准設立","20260401023753"
"00027763","趣趣好食股份有限公司","臺北市中山區中山北路1段51號1樓、2樓","5750000","5750000"," ","核准設立","20260401023753"
"00028427","民和健康事業股份有限公司","嘉義縣太保市過溝里嘉太工業區興業路8號","12150000","12150000"," ","核准設立","20260401023753"
"00028708","祥發智慧點有限公司","桃園市桃園區豐林里介壽路202號","100000"," "," ","核准設立","20260401023753"
"00029397","台北點餓餓內湖一有限公司","臺北市內湖區文德路212號","510000"," "," ","核准設立","20260401023753"
"00029740","真美滿直直賺有限公司","臺中市西屯區福林里福康路43號","3000000"," "," ","核准設立","20260401023753"
"00030697","函絮洋果子有限公司","桃園市桃園區敬三街188號","100000"," "," ","核准設立","20260401023753"
"00030887","永勝水產有限公司","宜蘭縣冬山鄉永安路525號2樓","3000000"," "," ","核准設立","20260401023753"
"00031247","台灣艾斯蒂股份有限公司","臺北市大安區忠孝東路4段148號7樓","500000","500000"," ","核准設立","20260401023753"
"00031751","元品軒國際有限公司","高雄市楠梓區德民路360之7號9樓","200000"," "," ","核准設立","20260401023753"
"00032386","玥亮有限公司","新北市中和區景平路666號3樓","200000"," "," ","核准設立","20260401023753"
"00032490","鉅栐國際有限公司","臺中市南屯區惠中里文心路一段378號26樓之6","2000000"," "," ","核准設立","20260401023753"
"00032837","七個不錯的日子有限公司","臺中市西屯區何成里大墩十九街188之1號","500000"," "," ","核准設立","20260401023753"
"00033218","品心創意國際有限公司","臺北市大安區市民大道4段230號1樓","2000000"," "," ","核准設立","20260401023753"
"00033224","壹玖玖捌有限公司","新北市蘆洲區長安街246巷8弄4號6樓","100000"," "," ","核准設立","20260401023753"
"00033738","玖湘餐飲有限公司","臺中市西區公益里忠明南路229號","2000000"," "," ","核准設立","20260401023753"
"00035721","森林實業有限公司","臺北市大安區忠孝東路4段166號10樓","1000000"," "," ","核准設立","20260401023753"
"00035807","野飯甜餐飲有限公司","臺北市中正區館前路45號1樓","800000"," "," ","核准設立","20260401023753"
"00036067","鑫魚蟹有限公司","屏東縣屏東市崇蘭里廣東路1350號1樓","100000"," "," ","核准設立","20260401023753"
"00036340","嘉辰國際有限公司","新北市汐止區康寧街514號","1000000"," "," ","核准設立","20260401023753"
"00036496","又一間餐飲有限公司","臺北市大安區忠孝東路3段203號1樓","5100000"," "," ","核准設立","20260401023753"
"00037050","老井福科餐飲股份有限公司","臺中市西屯區福科路18號2樓","10510000","10510000"," ","核准設立","20260401023753"
"00037426","嘉樂行旅有限公司","臺南市北區公園里成功路2號13樓之1至之60及14樓1至61","250000"," "," ","核准設立","20260401023753"
"00038810","嗦珍的實業有限公司","新北市三峽區復興路461號","3000000"," "," ","核准設立","20260401023753"
"00039162","振順管理顧問有限公司","高雄市鳳山區光遠路312巷26號1樓","300000"," "," ","核准設立","20260401023753"
"00039769","甄美有限公司","新北市汐止區建成路56巷69弄1號13樓之2","100000"," "," ","核准設立","20260401023753"
"00040061","鱺多多有限公司","桃園市大園區沙崙里漁港路326號","200000"," "," ","核准設立","20260401023753"
"00040169","巨臻寶股份有限公司","彰化縣秀水鄉復新街8號2樓","1500000000","472000000"," ","核准設立","20260401023753"
"00040479","萬里膳心有限公司","桃園市龍潭區上林里民生路700巷68弄7號(1樓)","1000000"," "," ","核准設立","20260401023753"
"00041385","德吉拉嫫有限公司","桃園市桃園區大有路401號11樓","200000"," "," ","核准設立","20260401023753"
"00042103","羅亞綠永續發展有限公司","高雄市鳳山區中山西路302之1號","100000"," "," ","解散","20260401023753"
"00042194","星呈餐飲有限公司","宜蘭縣羅東鎮大新里公正路35號1樓","200000"," "," ","核准設立","20260401023753"
"00042808","千庭股份有限公司","臺北市中山區松江路266號2樓"," ","180100000"," ","核准設立","20260401023753"
"00042820","百合長期照顧有限公司","高雄市岡山區協德街10號1樓","500000"," "," ","核准設立","20260401023753"
"00043200","北市科企業有限公司","臺北市北投區文林里文林北路222號","1000000"," "," ","核准設立","20260401023753"
"00043285","樂悠之味有限公司","臺中市北區崇德里太原路三段1號1樓","988080"," "," ","核准設立","20260401023753"
"00043320","日捷長照有限公司","高雄市苓雅區中華四路165號1樓","2000000"," "," ","核准設立","20260401023753"
"00043356","群星實業有限公司","臺南市永康區正南一街181巷3號1樓","100000"," "," ","核准設立","20260401023753"
"00043412","八北重曜有限公司","新北市三重區重新路1段106號(1樓)","3000000"," "," ","核准設立","20260401023753"
"00044138","九四美味有限公司","臺北市大安區浦城街57號1樓","500000"," "," ","核准設立","20260401023753"
"00044186","高翔營造有限公司","屏東縣屏東市大武里武立街54號2樓之2","3600000"," "," ","核准設立","20260401023753"
"00044720","禾益餐飲有限公司","彰化縣員林市惠來里三義路5號","3000000"," "," ","核准設立","20260401023753"
"00044812","騰宣有限公司","雲林縣斗六市久安里永興路1-1號1樓","20000000"," "," ","核准設立","20260401023753"
"00045501","星幕有限公司","新北市三峽區中華路137巷6號13樓","100000"," "," ","核准設立","20260401023753"
"00045621","樂檸美食股份有限公司","嘉義市東區立德街1號1樓","100000000","100000"," ","核准設立","20260401023753"
"00045777","馨福飽企業有限公司","臺中市太平區中山路二段362巷12之1號2樓","500000"," "," ","核准設立","20260401023753"
"00045946","華裕盛有限公司","宜蘭縣宜蘭市北津里北津路34之3號","2000000"," "," ","核准設立","20260401023753"
"00046001","暮銅有限公司","臺中市西屯區逢甲里福星路622號","1010000"," "," ","核准設立","20260401023753"
"00046425","佳樂水大飯店股份有限公司","高雄市苓雅區中正二路175號15樓之2","2000000","2000000"," ","核准設立","20260401023753"
"00046712","勁日達貿易有限公司","臺中市大雅區前村東路31巷19之1號1樓","1000000"," "," ","核准設立","20260401023753"
"00047070","州亨有限公司","臺中市西屯區寧夏路195之8號","7048062"," "," ","核准設立","20260401023753"
"00047212","芝曦餐飲有限公司","新北市新莊區思源路115號","1000000"," "," ","核准設立","20260401023753"
"00047402","汶心食品有限公司","高雄市三民區民族一路335巷43號","3000000"," "," ","核准設立","20260401023753"
"00047769","莘時代電商有限公司","新北市樹林區育英街143號(2樓)","5500000"," "," ","核准設立","20260401023753"
"00048182","桔銓國際貿易有限公司","高雄市苓雅區廣東二街13巷8號1樓","100000"," "," ","核准設立","20260401023753"
"00048628","五條龍國際貿易有限公司","臺中市外埔區水美里水美路77號1樓","7000000"," "," ","核准設立","20260401023753"
"00048731","毅植餐飲有限公司","新北市三重區六張街124號","500000"," "," ","核准設立","20260401023753"
"00049149","達那餐飲顧問有限公司","宜蘭縣宜蘭市進士里嵐峰路一段109號","11000000"," "," ","核准設立","20260401023753"
"00049324","台北點餓餓文山一有限公司","臺北市文山區興隆路3段112巷2弄22號","510000"," "," ","核准設立","20260401023753"
"00049400","溫叨餐飲有限公司","臺中市北屯區北屯里太原路三段191號","1000000"," "," ","核准設立","20260401023753"
"00049485","嶺靈股份有限公司","臺北市大安區敦化南路1段205號5樓之8","6000000","6000000"," ","核准設立","20260401023753"
"00049507","喬媛實業有限公司","苗栗縣頭份市中華路951號6樓之1","100000"," "," ","核准設立","20260401023753"
"00050715","禾雅食事股份有限公司","臺中市北區五常里五義街127號1樓及地下層","2000000","2000000"," ","核准設立","20260401023753"
"00050932","安佐國際有限公司","新竹縣竹北市文信路355號","1000000"," "," ","核准設立","20260401023753"
"00051799","金有元有限公司","高雄市楠梓區創新路887號1樓","3400000"," "," ","核准設立","20260401023753"
"00051833","秋瓦有限公司","臺南市安平區文平里永華路2段41-2號1樓","1000000"," "," ","核准設立","20260401023753"
"00051897","鉮太泰有限公司","嘉義縣竹崎鄉灣橋村灣橋411-6號二樓","320000"," "," ","解散","20260401023753"
"00052050","味爵有限公司","臺北市中正區杭州南路1段63號5樓之1","2000000"," "," ","核准設立","20260401023753"
"00052306","平旦寅時舒食有限公司","臺中市北區淡溝里民權路349巷18號","200000"," "," ","解散","20260401023753"
"00052333","永續樹企業有限公司","臺北市大安區忠孝東路4段126之16號","3000000"," "," ","核准設立","20260401023753"
"00052517","四媽便當社有限公司","臺中市烏日區烏日里光日路125號1樓","50000"," "," ","核准設立","20260401023753"
"00052869","川田谷有限公司","臺中市西屯區大河街110號","210000"," "," ","核准設立","20260401023753"
"00052880","金聯發餐飲有限公司","高雄市鹽埕區瀨南街162號1樓","200000"," "," ","核准設立","20260401023753"
"00052896","東苑有限公司","臺北市中正區懷寧街76號","300000"," "," ","核准設立","20260401023753"
"00054450","上騵有限公司","嘉義市西區湖邊里國華新村240號7樓之1","100000"," "," ","核准設立","20260401023753"
"00054557","湛學有限公司","臺南市安平區國平里國平路150號","300000"," "," ","核准設立","20260401023753"
"00054825","豐盛堂餐飲有限公司","新竹縣竹東鎮竹中路87巷1弄27號","1000000"," "," ","核准設立","20260401023753"
"00055319","燒究楠梓有限公司","高雄市楠梓區大學南路1285號","8000000"," "," ","核准設立","20260401023753"
"00055726","順鑫國際企業有限公司","桃園市楊梅區上田里高鐵南路7段509號","1000000"," "," ","核准設立","20260401023753"
"00056154","牡丹餐飲企業有限公司","臺北市大安區仁愛路4段48巷19號","1000000"," "," ","核准設立","20260401023753"
"00056231","聚點咖啡有限公司","臺南市南區興昌路76巷1號11樓之1","200000"," "," ","核准設立","20260401023753"
"00056400","農創餐旅事業有限公司","臺中市霧峰區中正路734號","20000000"," "," ","核准設立","20260401023753"
"00056464","其立家有限公司","苗栗縣頭份市濫坑里尖豐路783巷17弄9號","20000000"," "," ","核准設立","20260401023753"
"00056751","愛恩喜有限公司","臺南市中西區赤嵌里民族路2段373號3樓","1000000"," "," ","核准設立","20260401023753"
"00056859","安佳國際商務有限公司","新北市汐止區伯爵街98巷41號","1000000"," "," ","核准設立","20260401023753"
"00056892","星燦文化有限公司","桃園市大園區青山里公園路一段91號四樓","3000000"," "," ","核准設立","20260401023753"
"00057288","聖火貓貓教國際有限公司","臺南市東區圍下里北門路1段160號","10000000"," "," ","核准設立","20260401023753"
"00058420","辰酉國際股份有限公司","彰化縣二林鎮中正路41號","10000000","200000"," ","核准設立","20260401023753"
"00058532","一點心股份有限公司","新北市蘆洲區中山一路56號","50000000","2000000"," ","核准設立","20260401023753"
"00058765","澄造景觀有限公司","澎湖縣馬公市中華路27號1樓","500000"," "," ","核准設立","20260401023753"
"00059125","寶島農產有限公司","新北市中和區中山路2段332巷3號11樓","1000000"," "," ","核准設立","20260401023753"
"00059624","貴富食品有限公司","桃園市蘆竹區五福一路46號(1樓)","2000000"," "," ","核准設立","20260401023753"
"00059639","滷霸國際股份有限公司","臺中市大里區仁德里金山一街24號1樓","3000000","3000000"," ","核准設立","20260401023753"
"00059997","壺茗灣有限公司","高雄市三民區力行路199號1樓","1703200"," "," ","核准設立","20260401023753"
"00061121","禾呈億管理顧問有限公司","嘉義市東區短竹里大雅路二段629號1樓","2000000"," "," ","核准設立","20260401023753"
"00061332","楚諾有限公司","屏東縣滿州鄉滿州村老佛路5-5號","50000"," "," ","核准設立","20260401023753"
"00061380","一級玩家智能餐飲股份有限公司","臺中市太平區長億里永利街303號1樓","300000","300000"," ","核准設立","20260401023753"
"00061488","就愛餡餐飲有限公司","高雄市左營區大順一路542號","4000000"," "," ","核准設立","20260401023753"
"00061939","思梅有限公司","新北市中和區中原六街36號","1000000"," "," ","核准設立","20260401023753"
"00062439","來喫餐飲企業有限公司","臺北市中正區仁愛路2段25號5樓","1000000"," "," ","核准設立","20260401023753"
"00063057","品馨餐飲開發有限公司","高雄市彌陀區過港路西二巷18號1樓","1000000"," "," ","核准設立","20260401023753"
"00063423","特好喝辛辛有限公司","臺北市中山區大直街55號1樓","500000"," "," ","核准設立","20260401023753"
"00064345","元禮國際股份有限公司","基隆市仁愛區愛一路35號5樓之1","30000000","10000000"," ","核准設立","20260401023753"
"00064648","金義合資產管理股份有限公司","臺北市萬華區康定路279號1樓","150000000","38220000"," ","核准設立","20260401023753"
"00064730","麒叡餐飲有限公司","高雄市鳳山區文化西路64號","200000"," "," ","核准設立","20260401023753"
"00064794","百變全球餐飲股份有限公司","臺北市大安區市民大道3段288號1樓","500000","500000"," ","核准設立","20260401023753"
"00065007","新奧上有限公司","臺北市大安區忠孝東路4段97號地下樓","1000000"," "," ","核准設立","20260401023753"
"00065153","恬品國際企業有限公司","新北市樹林區三俊街226號","100000"," "," ","核准設立","20260401023753"
"00065338","小正太餐飲有限公司","臺北市大安區忠孝東路4段216巷19弄6號1樓","200000"," "," ","核准設立","20260401023753"
"00065533","海納天際有限公司","新北市新莊區中華路2段7號6樓","2000000"," "," ","核准設立","20260401023753"
"00065647","活泉餐廳有限公司","臺南市東區長榮路2段248號3樓","500000"," "," ","核准設立","20260401023753"
"00066239","睿寶國際有限公司","臺南市中西區淺草里金華路3段230號3樓之1","1000000"," "," ","核准設立","20260401023753"
"00066913","晨然股份有限公司","臺北市南港區經貿一路170號12樓之1","30000000","30000000"," ","核准設立","20260401023753"
"00067526","小腳印餐飲有限公司","新北市淡水區濱海路1段302號","2500000"," "," ","核准設立","20260401023753"
"00067693","苗栗點餓餓苗一有限公司","苗栗縣苗栗市自治路166號","510000"," "," ","核准設立","20260401023753"
"00068216","元鑫國際餐飲股份有限公司","臺北市松山區民權東路3段160巷19弄36號","30500000","850000"," ","核准設立","20260401023753"
"00068341","羅伯娛樂有限公司","桃園市龍潭區中正路261巷81號13樓","200000"," "," ","解散","20260401023753"
"00068378","桁久有限公司","臺北市中山區吉林路299巷6號1樓","250000"," "," ","核准設立","20260401023753"
"00068623","好野吧股份有限公司","臺北市文山區仙岩路79號1樓","6000000","2600000"," ","核准設立","20260401023753"
"00068742","貝兒餐廳有限公司","臺中市南屯區大墩路533號2樓","6500000"," "," ","核准設立","20260401023753"
"00069051","奧詣有限公司","臺北市大安區仁愛路4段345巷15弄3號","1000000"," "," ","核准設立","20260401023753"
"00069572","成淞食坊有限公司","臺中市豐原區新生北路57號1樓","1000000"," "," ","核准設立","20260401023753"
"00070276","思犇吉團有限公司","新北市三重區仁愛街317號","1000000"," "," ","核准設立","20260401023753"
"00070493","添益健康國際有限公司","臺中市西區精誠五街34號1樓","2000000"," "," ","核准設立","20260401023753"
"00070711","幸越實業有限公司","屏東縣新埤鄉中正路28號（1樓）","500000"," "," ","核准設立","20260401023753"
"00070825","乳獲芳心甜點有限公司","臺北市北投區中山路47號3樓","275000"," "," ","核准設立","20260401023753"
"00070965","芽泥文化有限公司","臺北市信義區基隆路2段117號","200000"," "," ","核准設立","20260401023753"
"00070971","謙序餐飲有限公司","桃園市楊梅區永寧里環南路141巷30號","100000"," "," ","核准設立","20260401023753"
"00071486","演羿牛鍋股份有限公司","臺中市南屯區黎明里公益路二段700號","5000000","5000000"," ","核准設立","20260401023753"
"00071649","玉茶香有限公司","高雄市仁武區澄仁東街26號","1000000"," "," ","核准設立","20260401023753"
"00072083","樂林餐飲有限公司","桃園市中壢區復興路102號（1樓）","300000"," "," ","核准設立","20260401023753"
"00072400","立睦騰股份有限公司","臺北市中山區復興北路48號7樓","10000000","5300000"," ","核准設立","20260401023753"
"00073793","昆兆益公益股份有限公司","臺中市北屯區崇德路三段938號3樓","6000000","6000000"," ","核准設立","20260401023753"
"00073978","厚誠餐飲有限公司","桃園市中壢區水尾里新生路512之1號","1000000"," "," ","核准設立","20260401023753"
"00074012","被口水嗆到有限公司","新北市新店區中興路2段218巷10號3樓","200000"," "," ","解散","20260401023753"
"00074580","就這碗有限公司","臺北市大同區重慶北路3段295巷34號1樓","500000"," "," ","解散","20260401023753"
"00074673","福洱國際餐飲商行股份有限公司","新北市永和區環河西路1段107號2樓","6000000","3000000"," ","核准設立","20260401023753"
"00074723","香港商殼子特玩台灣控股有限公司","臺北市信義區信義路五段7號69樓","100000"," "," ","核准登記","20260401023753"
"00074786","犝犝牛排有限公司","高雄市楠梓區藍田路1179號","1000000"," "," ","解散","20260401023753"
"00075292","采家有限公司","花蓮縣花蓮市民政里中興路189號一樓","150000"," "," ","核准設立","20260401023753"
"00076736","鑫盛欣業有限公司","新北市樹林區育英街143號(1樓)","1000000"," "," ","核准設立","20260401023753"
"00077480","豐榛股份有限公司","屏東縣屏東市民生路295號之1一樓","500000","500000"," ","解散","20260401023753"
"00077849","米菲合創有限公司","桃園市桃園區大有路546之1號14樓","200000"," "," ","核准設立","20260401023753"
"00077876","享吟玖有限公司","臺中市沙鹿區居仁里光華路279號1樓","6000000"," "," ","核准設立","20260401023753"
"00078158","多璟有限公司","高雄市左營區大中一路412號1樓","100000"," "," ","解散","20260401023753"
"00079419","凍心國際股份有限公司","臺北市大安區大安路1段42號","4000000","4000000"," ","核准設立","20260401023753"
"00080020","嶼米食苑有限公司","臺中市霧峰區中正路90號","500000"," "," ","解散","20260401023753"
"00080160","蘭誠無限創意料理有限公司","臺北市松山區南京東路5段250巷18弄6號1樓","1000000"," "," ","核准設立","20260401023753"
"00080252","蠔大蛤有限公司","雲林縣口湖鄉港東村民主路16之6號一樓","200000"," "," ","核准設立","20260401023753"
"00080458","開創文化活動事業有限公司","新北市板橋區中山路1段1號13樓之26","100000"," "," ","核准設立","20260401023753"
"00080675","甄饌私廚酒館有限公司","花蓮縣花蓮市仁愛街91、95號","1000000"," "," ","核准設立","20260401023753"
"00081180","漢密爾頓教育股份有限公司","新北市林口區文化一路1段83巷14弄25之1號5樓","1000000","1000000"," ","核准設立","20260401023753"
"00081409","興旺桌椅租賃有限公司","臺南市白河區白河里中山路166-1號2樓","1000000"," "," ","核准設立","20260401023753"
"00081549","百桌有限公司","臺中市南區德富路31號","25000000"," "," ","核准設立","20260401023753"
"00081581","磐驪聯合建設有限公司","臺南市南區文南里南功街49號1樓","15000000"," "," ","核准設立","20260401023753"
"00082110","晨翊美味有限公司","新北市三重區光復路2段102巷45號","500000"," "," ","核准設立","20260401023753"
"00082596","文冠秝有限公司","高雄市左營區大中二路265之1號","1000000"," "," ","核准設立","20260401023753"
"00083125","伊達嗑有限公司","新竹縣竹北市福興東路二段69號","1000000"," "," ","核准設立","20260401023753"
"00083130","長河永續顧問股份有限公司","桃園市中壢區新興里天祥三街29號(1樓)","1500000","1500000"," ","核准設立","20260401023753"
"00083384","賦味有限公司","新竹縣竹北市中正西路108號1樓","100000"," "," ","核准設立","20260401023753"
"00083770","羽東有限公司","新竹縣竹北市北崙里縣政十街46號1樓","500000"," "," ","核准設立","20260401023753"
"00084258","大公雞膳研餐飲有限公司","臺中市北屯區平安里文心路四段750號地下室之1與752號地下室","100000"," "," ","核准設立","20260401023753"
"00084736","美國矽谷智能教育有限公司","臺北市大安區信義路2段222號10樓","100000"," "," ","核准設立","20260401023753"
"00084790","大胃有限公司","臺中市豐原區社皮里中正路779號1樓","50000"," "," ","核准設立","20260401023753"
"00084905","之鈴有限公司","臺中市潭子區福仁里環中東路一段155號1樓","100000"," "," ","核准設立","20260401023753"
"00084980","誠風有限公司","臺中市西區民生里自由路一段101號地下一樓之1","1000000"," "," ","解散","20260401023753"
"00085067","欣嘻有限公司","臺中市沙鹿區犁分里七賢路286號","3000000"," "," ","核准設立","20260401023753"
